index,pred,y_test
4490,5.42E+06,1.00E-04
4491,-3.95E+06,1.00E-04
4492,-4.99E+06,1.00E-04
4493,-3.20E+06,1.00E-04
4494,6.50E+07,1.00E-04
4495,-3.81E+06,1.00E-04
4496,5.25E+07,1.02E+07
4497,-5.94E+06,1.00E-04
4498,-2.74E+06,1.00E-04
4499,1.44E+07,1.80E+07
4500,-1.13E+06,2.42E+06
4501,1.35E+07,1.00E-04
4502,6.22E+06,1.02E+05
4503,-5.26E+06,1.00E-04
4504,4.36E+06,1.00E-04
4505,-3.68E+06,1.00E-04
4506,-4.69E+06,1.00E-04
4507,3.59E+06,1.00E-04
4508,1.06E+06,1.00E-04
4509,7.34E+05,1.00E-04
4510,-5.91E+06,1.00E-04
4511,-4.08E+06,1.00E-04
4512,-5.92E+06,1.00E-04
4513,-5.94E+06,1.00E-04
4514,-4.44E+06,1.00E-04
4515,-4.41E+06,1.00E-04
4516,-3.62E+06,1.00E-04
4517,-3.16E+06,1.00E-04
4518,-5.35E+06,1.00E-04
4519,-4.02E+06,6.07E+05
4520,3.75E+07,4.16E+06
4521,-4.41E+06,1.00E-04
4522,-3.18E+06,1.00E-04
4523,-4.47E+06,1.00E-04
4524,1.23E+08,1.65E+08
4525,1.17E+07,1.00E-04
4526,-3.09E+06,1.00E-04
4527,6.17E+07,1.66E+07
4528,-2.83E+06,1.00E-04
4529,-5.91E+06,1.00E-04
4530,-1.78E+06,1.00E-04
4531,6.97E+06,1.15E+07
4532,-4.80E+06,1.00E-04
4533,9.68E+06,8.65E+05
4534,-2.70E+06,1.00E-04
4535,6.52E+06,1.00E-04
4536,4.00E+06,1.62E+07
4537,1.87E+08,8.95E+07
4538,-1.51E+06,1.00E-04
4539,-1.51E+06,1.00E-04
4540,-1.11E+05,1.00E-04
4541,1.43E+07,1.00E-04
4542,2.84E+06,1.00E-04
4543,2.39E+07,1.00E-04
4544,5.29E+06,1.00E-04
4545,-5.43E+06,1.00E-04
4546,-4.76E+06,1.00E-04
4547,8.21E+07,2.68E+07
4548,-3.18E+06,1.00E-04
4549,-4.17E+06,1.00E-04
4550,-3.94E+06,1.00E-04
4551,-2.40E+06,1.00E-04
4552,3.57E+07,1.00E+08
4553,-4.71E+06,1.00E-04
4554,-5.41E+06,1.00E-04
4555,7.26E+07,5.79E+07
4556,-5.94E+06,1.00E-04
4557,-3.45E+06,1.00E-04
4558,1.77E+08,2.05E+08
4559,-5.14E+06,1.00E-04
4560,-4.09E+06,1.00E-04
4561,-5.94E+06,1.00E-04
4562,-3.83E+06,1.00E-04
4563,-2.64E+06,1.00E-04
4564,-3.21E+06,1.00E-04
4565,-5.94E+06,1.00E-04
4566,-1.47E+06,1.00E-04
4567,6.37E+07,4.00E+06
4568,-3.18E+06,1.00E-04
4569,-3.63E+06,1.00E-04
4570,-5.33E+06,1.00E-04
4571,-4.34E+06,1.00E-04
4572,-1.63E+06,1.00E-04
4573,-2.07E+06,1.00E-04
4574,-4.44E+06,1.00E-04
4575,-5.94E+06,1.00E-04
4576,-5.24E+06,1.00E-04
4577,-4.20E+06,1.00E-04
4578,-5.94E+06,1.00E-04
4579,-4.81E+06,1.00E-04
4580,-5.83E+06,1.00E-04
4581,-1.22E+06,1.00E-04
4582,-4.52E+06,1.00E-04
4583,-4.15E+06,1.00E-04
4584,-2.51E+06,1.00E-04
4585,5.18E+07,9.64E+07
4586,-4.81E+06,1.00E-04
4587,-7.97E+04,1.00E-04
4588,-4.38E+06,1.00E-04
4589,-4.85E+06,1.00E-04
4590,-4.28E+06,1.00E-04
4591,-4.80E+06,1.00E-04
4592,5.03E+06,4.72E+07
4593,-4.90E+06,1.00E-04
4594,-3.82E+06,1.00E-04
4595,6.76E+05,1.00E-04
4596,3.67E+07,1.00E-04
4597,-2.12E+06,1.00E-04
4598,-1.47E+06,1.00E-04
4599,1.23E+08,3.32E+08
4600,-4.70E+06,1.00E-04
4601,-4.20E+06,1.00E-04
4602,-4.46E+06,1.00E-04
4603,-4.64E+06,1.00E-04
4604,1.21E+07,1.00E-04
4605,-4.88E+06,1.00E-04
4606,-1.55E+06,1.00E-04
4607,-2.71E+06,1.00E-04
4608,-2.99E+06,1.00E-04
4609,2.18E+06,1.00E-04
4610,-5.22E+06,1.00E-04
4611,-4.16E+06,1.00E-04
4612,-2.42E+06,1.00E-04
4613,-3.65E+06,1.00E-04
4614,-1.99E+06,1.00E-04
4615,-3.37E+06,1.00E-04
4616,5.22E+06,1.00E-04
4617,-4.07E+06,1.00E-04
4618,-4.23E+06,1.00E-04
4619,-2.54E+05,1.00E-04
4620,1.58E+06,1.00E-04
4621,-5.94E+06,1.00E-04
4622,-5.17E+06,1.00E-04
4623,-4.37E+06,7.60E+07
4624,-5.00E+06,1.00E-04
4625,-2.08E+05,1.00E-04
4626,4.31E+08,7.53E+08
4627,-4.27E+06,1.00E-04
4628,6.50E+07,1.24E+07
4629,-4.89E+06,1.00E-04
4630,-4.87E+06,1.00E-04
4631,-4.84E+06,1.00E-04
4632,-4.14E+06,1.00E-04
4633,-2.36E+06,1.00E-04
4634,1.44E+07,1.00E-04
4635,-4.78E+06,1.00E-04
4636,-4.70E+06,1.00E-04
4637,9.00E+05,1.00E-04
4638,-5.15E+06,1.00E-04
4639,-2.28E+06,1.00E-04
4640,-3.56E+06,1.00E-04
4641,-4.98E+06,1.00E-04
4642,6.47E+07,1.00E-04
4643,-4.27E+06,1.00E-04
4644,-1.42E+06,1.00E-04
4645,-1.07E+06,1.00E-04
4646,-4.67E+06,1.00E-04
4647,-4.09E+06,1.00E-04
4648,-5.94E+06,1.00E-04
4649,3.87E+05,1.11E+05
4650,-3.14E+06,1.00E-04
4651,1.13E+07,1.00E-04
4652,-4.96E+06,1.00E-04
4653,-5.94E+06,1.00E-04
4654,-4.82E+06,1.00E-04
4655,-5.25E+06,1.00E-04
4656,-1.57E+06,1.00E-04
4657,-4.37E+06,1.00E-04
4658,2.69E+06,1.00E-04
4659,5.46E+07,5.50E+07
4660,5.19E+07,1.00E-04
4661,1.18E+08,3.58E+08
4662,-4.87E+06,1.00E-04
4663,5.02E+07,1.00E-04
4664,1.99E+07,5.97E+04
4665,7.26E+06,4.17E+07
4666,6.48E+06,1.00E-04
4667,-5.21E+06,1.22E+06
4668,2.28E+07,1.00E-04
4669,-4.53E+06,1.00E-04
4670,-4.96E+06,1.00E-04
4671,1.09E+07,1.00E-04
4672,-4.57E+06,1.00E-04
4673,-3.88E+06,1.00E-04
4674,7.98E+05,1.00E-04
4675,-2.47E+06,1.00E-04
4676,-2.81E+06,1.00E-04
4677,1.46E+07,1.00E-04
4678,-4.15E+06,1.00E-04
4679,1.38E+07,1.00E-04
4680,-5.94E+06,1.00E-04
4681,-1.96E+06,1.00E-04
4682,-1.01E+06,1.00E-04
4683,-5.41E+06,1.00E-04
4684,-4.65E+06,1.00E-04
4685,-4.10E+06,1.00E-04
4686,-2.30E+06,1.00E-04
4687,9.67E+06,1.93E+07
4688,-5.48E+06,1.00E-04
4689,-1.94E+06,1.00E-04
4690,6.63E+06,9.80E+04
4691,-3.63E+06,1.00E-04
4692,2.76E+06,1.00E-04
4693,-1.45E+06,1.00E-04
4694,-4.80E+06,1.00E-04
4695,1.84E+07,1.00E-04
4696,-5.68E+06,1.00E-04
4697,-4.32E+06,1.00E-04
4698,-4.30E+06,1.00E-04
4699,7.05E+04,1.00E-04
4700,4.01E+06,1.00E-04
4701,5.13E+06,2.10E+01
4702,1.12E+07,1.00E-04
4703,8.64E+05,1.00E-04
4704,-5.30E+06,1.00E-04
4705,-3.52E+06,1.00E-04
4706,-5.11E+06,1.00E-04
4707,-5.22E+06,1.00E-04
4708,-4.94E+06,1.00E-04
4709,-3.02E+05,1.00E-04
4710,-4.19E+06,1.00E-04
4711,-3.19E+06,1.00E-04
4712,-1.43E+06,1.00E-04
4713,-4.97E+06,1.00E-04
4714,1.20E+07,8.01E+05
4715,-5.91E+06,1.00E-04
4716,-5.20E+06,1.00E-04
4717,-5.21E+06,1.00E-04
4718,1.20E+07,1.00E-04
4719,-4.75E+06,1.00E-04
4720,-1.93E+06,1.00E-04
4721,-3.57E+06,1.00E-04
4722,-5.28E+06,1.00E-04
4723,-3.66E+06,1.00E-04
4724,-4.48E+06,1.00E-04
4725,-3.31E+06,8.80E+01
4726,-1.27E+06,1.00E-04
4727,-3.03E+06,1.00E-04
4728,-2.92E+06,1.00E-04
4729,-2.79E+06,1.00E-04
4730,-5.22E+06,1.00E-04
4731,-5.89E+06,1.00E-04
4732,8.64E+07,4.03E+07
4733,9.25E+06,6.14E+05
4734,2.50E+07,2.48E+08
4735,3.36E+06,1.00E-04
4736,1.22E+07,1.00E-04
4737,-5.01E+06,1.00E-04
4738,-4.92E+06,1.00E-04
4739,-2.74E+06,1.00E-04
4740,-5.91E+06,1.00E-04
4741,-3.28E+06,1.00E-04
4742,-4.51E+06,1.00E-04
4743,-1.45E+06,1.00E-04
4744,7.32E+07,2.95E+07
4745,-3.23E+06,1.00E-04
4746,9.80E+08,1.26E+09
4747,4.03E+06,1.00E-04
4748,7.67E+04,1.00E-04
4749,7.83E+06,4.86E+05
4750,2.42E+07,1.00E-04
4751,5.73E+07,5.58E+06
4752,-5.11E+06,1.00E-04
4753,7.60E+06,1.00E-04
4754,-6.61E+05,1.00E-04
4755,-2.76E+06,1.00E-04
4756,7.81E+06,2.03E+06
4757,-4.98E+06,1.00E-04
4758,6.03E+06,1.00E-04
4759,5.87E+06,1.82E+07
4760,-4.08E+06,1.00E-04
4761,-3.20E+06,1.00E-04
4762,3.06E+06,1.00E-04
4763,-5.93E+06,1.00E-04
4764,-3.41E+06,2.40E+06
4765,-5.90E+06,1.00E-04
4766,-2.54E+06,1.00E-04
4767,7.65E+06,1.00E-04
4768,3.21E+07,1.00E-04
4769,-5.25E+06,1.00E-04
4770,-5.74E+06,1.00E-04
4771,-5.22E+06,1.00E-04
4772,-3.50E+06,1.00E-04
4773,-4.17E+06,1.00E-04
4774,-1.61E+06,1.00E-04
4775,-4.01E+06,1.00E-04
4776,-4.80E+06,1.00E-04
4777,-2.28E+06,1.00E-04
4778,-5.01E+06,1.00E-04
4779,-5.62E+06,1.00E-04
4780,-2.87E+06,1.00E-04
4781,-4.13E+06,1.00E-04
4782,-5.23E+06,1.00E-04
4783,-4.34E+06,1.00E-04
4784,-5.94E+06,1.00E-04
4785,3.41E+08,1.99E+08
4786,-2.51E+06,1.00E-04
4787,-3.18E+06,1.00E-04
4788,-3.09E+06,1.00E-04
4789,-4.12E+06,1.00E-04
4790,8.79E+05,1.00E-04
4791,-4.53E+06,1.00E-04
4792,-3.61E+06,1.00E-04
4793,-1.37E+05,1.00E-04
4794,-3.11E+06,1.00E-04
4795,5.58E+06,1.00E-04
4796,-4.06E+06,1.00E-04
4797,5.13E+07,2.30E+07
4798,2.49E+05,1.00E-04
4799,7.74E+07,9.82E+07
4800,-4.82E+06,1.00E-04
4801,1.21E+08,8.68E+07
4802,5.16E+08,3.11E+08
4803,-5.92E+06,1.00E-04
4804,5.82E+06,1.00E-04
4805,-3.08E+06,1.00E-04
4806,-4.52E+06,1.00E-04
4807,-4.61E+06,1.00E-04
4808,-5.94E+06,1.00E-04
4809,-4.37E+06,1.00E-04
4810,1.41E+08,4.86E+07
4811,-4.96E+06,1.00E-04
4812,-3.10E+06,1.00E-04
4813,-5.28E+06,1.00E-04
4814,-2.43E+06,1.00E-04
4815,-3.96E+06,1.00E-04
4816,-5.32E+06,1.00E-04
4817,-2.60E+06,1.00E-04
4818,-5.73E+06,1.00E-04
4819,-4.16E+06,1.00E-04
4820,2.87E+08,1.04E+08
4821,-2.58E+06,1.00E-04
4822,1.38E+07,1.00E-04
4823,-2.71E+06,1.00E-04
4824,-3.71E+06,2.59E+02
4825,-5.94E+06,1.00E-04
4826,-3.53E+06,1.00E-04
4827,4.55E+07,7.50E+07
4828,-5.65E+06,1.00E-04
4829,-3.91E+06,1.00E-04
4830,-5.21E+06,1.00E-04
4831,-4.29E+06,1.00E-04
4832,-5.20E+06,1.00E-04
4833,-1.90E+06,1.00E-04
4834,1.27E+06,1.00E-04
4835,-1.69E+06,2.85E+06
4836,4.35E+07,1.00E-04
4837,-5.41E+06,1.00E-04
4838,5.75E+07,4.42E+07
4839,-4.69E+06,1.00E-04
4840,-4.26E+06,1.00E-04
4841,-4.92E+06,1.00E-04
4842,-1.89E+05,1.00E-04
4843,-3.03E+06,1.00E-04
4844,-1.79E+06,1.00E-04
4845,-4.02E+06,1.00E-04
4846,-5.24E+06,1.00E-04
4847,-5.35E+06,1.00E-04
4848,1.49E+07,1.00E-04
4849,-5.37E+06,1.00E-04
4850,-3.35E+06,1.00E-04
4851,1.05E+08,1.85E+08
4852,-3.71E+06,1.00E-04
4853,-3.28E+06,1.00E-04
4854,-4.47E+06,1.00E-04
4855,1.04E+08,9.61E+06
4856,-4.10E+06,1.00E-04
4857,2.23E+05,1.00E-04
4858,-5.21E+06,1.00E-04
4859,-5.42E+06,1.00E-04
4860,3.23E+07,5.82E+06
4861,-3.94E+06,1.00E-04
4862,1.78E+07,4.01E+07
4863,-3.88E+06,1.00E-04
4864,-2.83E+06,1.00E-04
4865,3.02E+06,1.00E-04
4866,-4.26E+06,1.00E-04
4867,-4.55E+06,1.00E-04
4868,-4.79E+06,1.00E-04
4869,2.02E+06,1.00E-04
4870,7.42E+06,1.00E-04
4871,4.09E+07,5.88E+06
4872,-4.76E+06,1.00E-04
4873,-2.88E+06,1.00E-04
4874,-2.75E+06,1.00E-04
4875,1.12E+06,1.00E-04
4876,-3.11E+06,1.00E-04
4877,2.70E+07,5.51E+04
4878,1.47E+07,1.04E+07
4879,1.20E+08,2.43E+08
4880,2.64E+06,1.00E-04
4881,-5.24E+06,1.00E-04
4882,4.30E+06,3.53E+05
4883,6.34E+06,1.00E-04
4884,5.46E+07,1.00E-04
4885,-4.40E+06,1.00E-04
4886,-4.14E+06,1.00E-04
4887,-5.42E+06,1.00E-04
4888,-2.89E+06,1.00E-04
4889,-2.67E+06,1.00E-04
4890,-5.92E+06,1.00E-04
4891,-3.70E+06,1.00E-04
4892,8.04E+06,1.00E-04
4893,2.44E+06,9.57E+06
4894,2.54E+07,1.00E-04
4895,6.07E+07,2.43E+07
4896,-5.35E+06,1.00E-04
4897,-1.42E+06,1.00E-04
4898,1.93E+07,4.70E+07
4899,-5.91E+06,1.00E-04
4900,5.63E+06,1.75E+07
4901,2.34E+07,6.35E+07
4902,-3.61E+06,1.00E-04
4903,1.93E+07,1.00E-04
4904,-4.24E+06,1.00E-04
4905,-4.47E+06,1.00E-04
4906,-1.09E+06,1.00E-04
4907,-5.58E+06,1.00E-04
4908,-4.32E+06,1.00E-04
4909,-4.86E+06,1.00E-04
4910,4.23E+07,6.58E+07
4911,9.01E+05,1.00E-04
4912,4.98E+06,1.00E-04
4913,-2.24E+06,1.00E-04
4914,5.51E+06,1.00E-04
4915,-4.75E+06,1.00E-04
4916,7.05E+07,7.71E+07
4917,3.92E+08,2.46E+08
4918,-3.48E+06,1.00E-04
4919,-2.75E+06,1.00E-04
4920,1.95E+08,1.60E+08
4921,-5.93E+06,1.00E-04
4922,-6.22E+05,1.00E-04
4923,5.78E+06,1.00E-04
4924,4.65E+06,1.00E-04
4925,-5.29E+06,1.00E-04
4926,-3.38E+06,1.00E-04
4927,-3.98E+06,1.00E-04
4928,1.65E+08,3.04E+07
4929,-1.04E+06,1.00E-04
4930,-3.41E+06,1.00E-04
4931,-5.28E+06,1.00E-04
4932,1.69E+08,2.24E+08
4933,-2.65E+06,1.00E-04
4934,-3.73E+06,1.00E-04
4935,-3.78E+06,1.00E-04
4936,-4.32E+06,1.00E-04
4937,-4.52E+05,2.20E+07
4938,-2.42E+06,1.00E-04
4939,-2.92E+06,1.00E-04
4940,-4.71E+06,1.00E-04
4941,-4.84E+06,1.00E-04
4942,-4.33E+06,1.00E-04
4943,-4.98E+06,1.00E-04
4944,-2.61E+06,1.00E-04
4945,5.20E+07,1.48E+07
4946,-3.87E+06,1.00E-04
4947,-1.99E+06,1.00E-04
4948,1.31E+06,1.00E-04
4949,-3.06E+06,1.00E-04
4950,-4.34E+06,1.00E-04
4951,3.15E+07,5.10E+07
4952,-5.01E+06,1.00E-04
4953,-5.90E+06,1.00E-04
4954,1.05E+08,5.73E+08
4955,1.29E+07,1.00E-04
4956,3.42E+05,1.00E-04
4957,3.07E+08,1.79E+08
4958,-4.30E+06,1.00E-04
4959,4.98E+07,3.75E+05
4960,-1.86E+06,1.00E-04
4961,-5.13E+06,1.00E-04
4962,-4.97E+06,1.00E-04
4963,-4.26E+06,1.00E-04
4964,-1.30E+06,1.00E-04
4965,1.90E+07,1.00E-04
4966,-5.37E+06,1.00E-04
4967,9.93E+06,1.00E-04
4968,1.14E+06,1.00E-04
4969,-4.50E+06,1.00E-04
4970,-1.27E+06,1.00E-04
4971,1.34E+07,1.00E-04
4972,-4.07E+06,1.00E-04
4973,-4.54E+06,1.00E-04
4974,-2.44E+06,1.00E-04
4975,-1.50E+06,1.00E-04
4976,-5.07E+06,1.00E-04
4977,-2.61E+06,1.00E-04
4978,-1.28E+06,1.00E-04
4979,2.11E+07,4.91E+06
4980,9.14E+06,1.00E-04
4981,-2.93E+06,1.00E-04
4982,1.36E+07,1.21E+05
4983,-5.94E+06,1.00E-04
4984,5.44E+06,1.00E-04
4985,1.60E+08,9.57E+07
4986,-5.21E+06,1.00E-04
4987,-5.15E+06,1.00E-04
4988,-3.80E+06,1.00E-04
4989,-4.83E+06,1.00E-04
4990,-4.72E+06,1.00E-04
4991,-4.60E+06,1.00E-04
4992,1.39E+06,1.00E-04
4993,-2.05E+06,1.00E-04
4994,-1.39E+06,1.00E-04
4995,-3.77E+06,1.00E-04
4996,-4.51E+06,1.00E-04
4997,-4.97E+06,1.00E-04
4998,-2.81E+06,1.00E-04
4999,-1.68E+06,1.00E-04
5000,5.35E+05,1.00E-04
5001,-4.89E+06,1.00E-04
5002,6.32E+06,8.80E+07
5003,-3.59E+06,1.00E-04
5004,8.20E+06,1.00E-04
5005,-4.11E+06,3.21E+06
5006,8.40E+06,8.00E+06
5007,2.00E+06,1.00E-04
5008,-4.27E+06,1.00E-04
5009,-3.99E+06,1.00E-04
5010,-5.92E+06,1.00E-04
5011,-4.38E+06,1.00E-04
5012,-3.30E+06,1.00E-04
5013,9.92E+06,1.00E-04
5014,3.65E+07,4.60E+07
5015,-5.89E+06,1.00E-04
5016,-4.26E+06,1.00E-04
5017,-4.50E+06,1.00E-04
5018,1.40E+08,3.42E+08
5019,-4.34E+06,1.00E-04
5020,-3.11E+06,1.00E-04
5021,-3.58E+05,1.00E-04
5022,-5.24E+06,1.00E-04
5023,-5.03E+06,1.00E-04
5024,-3.56E+06,1.00E-04
5025,-4.62E+06,1.00E-04
5026,-5.29E+06,1.00E-04
5027,-5.21E+06,1.00E-04
5028,1.18E+08,4.82E+07
5029,1.09E+08,3.80E+07
5030,1.74E+07,1.00E-04
5031,8.16E+07,1.03E+08
5032,-4.04E+06,1.00E-04
5033,5.58E+06,3.28E+04
5034,1.59E+06,1.00E-04
5035,-4.68E+06,1.00E-04
5036,-2.34E+06,1.00E-04
5037,-1.44E+06,1.00E-04
5038,-1.31E+06,1.00E-04
5039,-3.78E+06,1.00E-04
5040,-6.68E+05,1.00E-04
5041,-5.24E+06,1.00E-04
5042,-2.32E+06,1.00E-04
5043,-1.80E+06,1.00E-04
5044,6.75E+06,1.00E-04
5045,-4.28E+06,1.00E-04
5046,-3.04E+06,7.60E+01
5047,-5.40E+06,1.00E-04
5048,1.64E+07,2.02E+06
5049,4.49E+08,1.86E+08
5050,-6.36E+05,1.00E-04
5051,-5.55E+06,1.00E-04
5052,-4.40E+06,1.00E-04
5053,1.26E+07,1.00E-04
5054,-7.88E+05,1.00E-04
5055,9.47E+07,7.02E+07
5056,9.57E+06,1.00E-04
5057,-4.90E+06,1.00E-04
5058,-1.21E+06,1.00E-04
5059,-4.48E+06,1.00E-04
5060,-3.57E+06,1.00E-04
5061,-2.08E+06,1.00E-04
5062,-5.93E+06,1.00E-04
5063,-3.39E+06,1.00E-04
5064,-8.25E+05,1.00E-04
5065,1.00E+07,1.00E-04
5066,3.58E+06,6.22E+05
5067,2.74E+06,2.75E+07
5068,-1.68E+06,1.33E+06
5069,-3.73E+06,1.00E-04
5070,-1.30E+06,1.00E-04
5071,-1.35E+06,1.00E-04
5072,-4.04E+06,1.00E-04
5073,-3.00E+06,1.00E-04
5074,-3.40E+06,1.00E-04
5075,3.05E+07,1.00E-04
5076,-2.04E+06,1.00E-04
5077,-3.58E+06,1.00E-04
5078,5.78E+06,1.00E-04
5079,2.84E+07,2.98E+07
5080,6.69E+06,1.00E-04
5081,-4.93E+06,1.00E-04
5082,4.24E+05,1.00E-04
5083,-2.18E+06,1.00E-04
5084,-5.41E+06,1.00E-04
5085,-5.41E+06,1.00E-04
5086,4.39E+07,2.75E+07
5087,-3.05E+06,1.00E-04
5088,-4.18E+06,1.00E-04
5089,5.79E+06,1.00E-04
5090,-4.06E+06,1.00E-04
5091,-4.70E+06,1.00E-04
5092,-3.63E+06,1.00E-04
5093,-7.63E+05,2.74E+05
5094,-4.73E+06,1.00E-04
5095,-5.91E+06,1.00E-04
5096,-2.57E+06,1.00E-04
5097,-5.94E+06,1.00E-04
5098,-4.84E+06,1.00E-04
5099,4.49E+08,6.53E+08
5100,5.84E+06,1.00E-04
5101,-3.93E+06,1.00E-04
5102,-5.21E+06,1.00E-04
5103,6.80E+06,1.00E-04
5104,-4.27E+06,1.00E-04
5105,-8.49E+05,1.00E-04
5106,-3.52E+06,1.00E-04
5107,-4.34E+06,1.00E-04
5108,-3.43E+06,1.00E-04
5109,2.50E+07,1.00E-04
5110,1.34E+07,1.00E-04
5111,2.17E+06,1.00E-04
5112,-2.72E+06,1.00E-04
5113,-4.02E+06,1.00E-04
5114,1.77E+07,1.00E-04
5115,-5.55E+06,1.00E-04
5116,-5.16E+06,1.00E-04
5117,-1.42E+05,1.00E-04
5118,3.20E+06,1.00E-04
5119,5.11E+06,1.00E-04
5120,-5.94E+06,1.00E-04
5121,-2.07E+06,1.00E-04
5122,6.01E+06,1.00E-04
5123,2.59E+06,1.00E-04
5124,-2.78E+06,1.00E-04
5125,4.51E+08,1.73E+08
5126,-4.96E+06,1.00E-04
5127,-2.67E+06,1.00E-04
5128,-4.18E+06,5.20E+05
5129,-4.42E+06,1.00E-04
5130,-4.34E+06,1.00E-04
5131,-5.09E+06,1.00E-04
5132,-5.67E+06,1.00E-04
5133,-4.07E+06,1.00E-04
5134,-8.88E+05,1.00E-04
5135,-5.34E+06,1.00E-04
5136,-5.67E+06,1.00E-04
5137,9.76E+06,1.00E-04
5138,-1.47E+06,1.00E-04
5139,-3.23E+06,1.00E-04
5140,1.93E+06,1.00E-04
5141,5.29E+08,7.73E+08
5142,2.02E+06,1.00E-04
5143,6.60E+06,1.00E-04
5144,-2.68E+06,1.00E-04
5145,-2.71E+06,1.00E-04
5146,-5.29E+06,1.00E-04
5147,-4.81E+06,1.00E-04
5148,5.59E+06,1.00E-04
5149,2.90E+06,1.00E-04
5150,-2.11E+06,1.00E-04
5151,2.84E+06,1.00E-04
5152,1.55E+06,1.00E-04
5153,-1.03E+06,1.00E-04
5154,-5.31E+06,1.00E-04
5155,5.25E+06,1.00E-04
5156,-4.47E+06,1.00E-04
5157,-2.24E+06,1.00E-04
5158,6.62E+06,1.61E+06
5159,5.60E+07,4.85E+07
5160,-5.06E+06,1.00E-04
5161,-4.32E+05,1.00E-04
5162,-7.89E+05,1.00E-04
5163,1.45E+08,2.02E+08
5164,-3.20E+05,1.00E-04
5165,3.68E+06,1.00E-04
5166,2.19E+07,1.00E-04
5167,-3.42E+06,1.00E-04
5168,-3.32E+06,1.00E-04
5169,9.69E+05,1.00E-04
5170,1.25E+06,5.00E+00
5171,-1.70E+06,1.00E-04
5172,-4.66E+06,1.00E-04
5173,-4.83E+06,1.00E-04
5174,-4.56E+06,1.00E-04
5175,1.68E+06,1.00E-04
5176,5.31E+06,1.50E+06
5177,-2.68E+06,1.00E-04
5178,1.27E+07,1.00E-04
5179,-6.74E+05,1.00E-04
5180,5.36E+07,1.74E+07
5181,1.75E+07,1.07E+06
5182,4.48E+06,1.00E-04
5183,4.10E+05,1.00E-04
5184,4.67E+07,1.13E+07
5185,2.00E+07,2.55E+06
5186,8.97E+06,2.80E+07
5187,8.10E+05,1.00E-04
5188,-5.04E+06,1.00E-04
5189,-5.40E+06,1.00E-04
5190,-5.23E+06,1.00E-04
5191,-5.47E+06,1.00E-04
5192,-3.59E+06,1.00E-04
5193,-1.70E+05,1.00E-04
5194,1.25E+08,2.70E+08
5195,1.42E+08,1.88E+08
5196,-4.04E+06,1.00E-04
5197,-5.90E+06,1.00E-04
5198,-4.00E+06,1.00E-04
5199,2.27E+08,4.74E+07
5200,1.55E+07,1.00E-04
5201,-5.25E+06,1.00E-04
5202,-5.28E+06,1.00E-04
5203,1.41E+08,2.25E+08
5204,-5.36E+06,1.00E-04
5205,-4.26E+06,1.00E-04
5206,-5.32E+06,1.00E-04
5207,-4.53E+05,1.00E-04
5208,-2.26E+06,1.00E-04
5209,-4.31E+06,1.00E-04
5210,-2.91E+06,1.00E-04
5211,-4.73E+06,1.00E-04
5212,-4.64E+06,1.00E-04
5213,-5.39E+06,1.00E-04
5214,1.52E+08,1.40E+08
5215,-4.47E+06,1.00E-04
5216,-4.99E+06,1.00E-04
5217,-2.42E+06,1.00E-04
5218,1.06E+07,5.73E+06
5219,-1.64E+06,1.00E-04
5220,-2.62E+06,1.00E-04
5221,-4.93E+06,1.00E-04
5222,-5.36E+06,1.00E-04
5223,-4.67E+06,1.00E-04
5224,1.08E+07,1.00E-04
5225,3.05E+06,1.00E-04
5226,3.29E+07,3.44E+07
5227,8.28E+05,1.00E-04
5228,-5.19E+06,1.00E-04
5229,-5.01E+06,8.22E+02
5230,-1.15E+06,8.40E+05
5231,2.38E+07,1.00E-04
5232,-2.22E+06,1.00E-04
5233,-4.46E+06,1.00E-04
5234,-4.24E+06,1.00E-04
5235,3.88E+08,2.12E+08
5236,-3.19E+06,1.00E-04
5237,9.34E+07,2.11E+08
5238,-4.85E+06,1.00E-04
5239,-3.99E+06,1.00E-04
5240,3.80E+07,2.28E+06
5241,-3.10E+06,1.00E-04
5242,-4.48E+06,1.00E-04
5243,-3.07E+06,1.00E-04
5244,-4.60E+06,1.00E-04
5245,-3.06E+06,1.00E-04
5246,-3.84E+06,1.00E-04
5247,3.45E+08,1.18E+08
5248,5.10E+06,1.00E-04
5249,-4.11E+06,1.00E-04
5250,-3.24E+06,1.00E-04
5251,4.00E+07,6.35E+07
5252,-4.53E+06,1.00E-04
5253,-3.18E+06,1.00E-04
5254,8.71E+05,1.00E-04
5255,-4.41E+06,1.00E-04
5256,-3.60E+06,1.00E-04
5257,-5.63E+06,1.00E-04
5258,-5.39E+05,1.00E-04
5259,4.32E+07,8.27E+07
5260,-5.67E+06,9.28E+05
5261,-3.07E+06,1.00E-04
5262,-2.60E+06,1.00E-04
5263,-2.00E+06,1.00E-04
5264,-2.91E+06,1.00E-04
5265,-5.94E+06,1.00E-04
5266,7.75E+05,1.00E-04
5267,4.62E+06,1.00E-04
5268,8.37E+05,1.00E-04
5269,-5.94E+06,1.00E-04
5270,-1.64E+06,1.00E-04
5271,-3.78E+06,1.00E-04
5272,1.24E+07,1.00E-04
5273,-3.63E+06,1.00E-04
5274,-4.24E+06,1.00E-04
5275,-2.77E+06,1.00E-04
5276,2.28E+08,1.09E+08
5277,1.11E+07,4.35E+06
5278,-4.07E+06,1.00E-04
5279,-1.07E+06,1.00E-04
5280,-4.75E+06,1.00E-04
