id,num_critic_for_reviews,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes
13824,108,98,Terry Pheto,4291965,Biography|Drama|History,Derek Luke,Catch a Fire ,Bonnie Henna,attack|coach|colonel|jail|oil refinery,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,59,English,France,PG-13,14000000,2006,6.7,447
226,64,84,Angela Featherstone,3100650,Drama|Horror|Mystery|Thriller,Melissa Sagemiller,Soul Survivors ,Candace Kroslak,car accident|college|ghost|girl in panties|white panties,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,181,English,USA,PG-13,14000000,2001,3.9,231
288772,20,139,Todd Boyce,2474000,Biography|Drama|History|Romance,Seth Gilliam,Jefferson in Paris ,Nigel Whitmey,18th century|ambassador|french revolution|friendship|thomas jefferson,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,27,English,France,PG-13,14000000,1995,5.7,127
55107,135,97,Kristin Scott Thomas,2656324,Comedy|Romance,Colin Firth,Easy Virtue ,Kris Marshall,estate|female frontal nudity|female nudity|no panties|unhappy marriage,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,79,English,UK,PG-13,,2008,6.7,2000
69851,2,127,Joseph Cotten,1000000,Action|Adventure|History,Christopher Lee,Caravans ,Behrouz Vossoughi,afghanistan|caravan|rebel|russian|tribe,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,8,English,Iran,PG,14000000,1978,6.5,76
10388,262,150,Ruth Sheen,3958500,Biography|Drama|History,Lesley Manville,Mr. Turner ,Karl Johnson,prism|rented room|scrofula|sketching|sunrise,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,165,English,UK,R,8200000,2014,6.8,0
17198,129,104,Sara Forestier,403649,Drama|Romance,Mathieu Amalric,Wild Grass ,Edouard Baer,dentist|letter|pilot|skateboard|wallet,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,31,French,France,PG,,2009,6.3,512
44857,69,132,Mathieu Kassovitz,274299,Biography|Crime|Drama|War,Sebastian Koch,Amen. ,Ulrich Mühe,jesuit|jew|pope|priest|ss,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,55,English,France,Unrated,103000000,2002,7.3,0
9346,50,117,Shawn Yue,,Action,Woo-sung Jung,Reign of Assassins ,Kelly Lin,martial arts|sword fight|wuxia,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,34,Mandarin,China,R,12000000,2010,6.9,1000
861,57,115,Katherine LaNasa,183088,Comedy|Drama|War,John Heard,The Lucky Ones ,Mark L. Young,college tuition|guitar|road trip|soldier|stranded,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,36,English,USA,R,15000000,2008,7,702
14412,116,186,Kieran Culkin,46495,Drama,Matt Damon,Margaret ,John Gallagher Jr.,accident|bus|loss of virginity|new york city|virginity,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,119,English,USA,R,14000000,2011,6.5,0
9377,45,90,Kenan Thompson,,Comedy|Horror,Steve Howey,Stan Helsing ,Diora Baird,dollar bill|double entendre|escaped convict|halloween|striptease,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,66,English,Canada,R,,2009,3.6,934
11541,87,90,Rebecca De Mornay,1752214,Comedy|Drama|Romance,Madeline Carroll,Flipped ,Aidan Quinn,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,104,English,USA,PG,14000000,2010,7.7,14000
2457,357,134,Heath Ledger,83025853,Drama|Romance,Jake Gyllenhaal,Brokeback Mountain ,Anne Hathaway,gay relationship|homosexuality|mountain|ranch|rodeo,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2254,English,USA,R,14000000,2005,7.7,13000
11901,348,101,Danny Woodburn,190871240,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,Jeremy Howard,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491,English,USA,PG-13,125000000,2014,5.9,62000
4929,88,97,Dan Hedaya,56631572,Comedy|Romance,Donald Faison,Clueless ,Elisa Donovan,female protagonist|high school|makeover|matchmaker|popularity,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,248,English,USA,PG-13,12000000,1995,6.8,0
85325,181,107,Celia Weston,15854988,Drama|Romance,Dennis Quaid,Far from Heaven ,Michael Gaston,african american|catastrophe|family relationships|farewell scene|therapy,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,378,English,USA,PG-13,13500000,2002,7.4,0
11230,107,99,Gillian Jacobs,12282677,Comedy|Sci-Fi,Adam Scott,Hot Tub Time Machine 2 ,Collette Wolfe,acid trip|gameshow|hot tub|time lord|time machine,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,96,English,USA,R,14000000,2015,5.1,0
8416,53,55,Olaf Lubaszenko,447093,Drama,Krystyna Janda,Dekalog             ,Olgierd Lukaszewicz,meaning of life|moral challenge|morality|search for meaning|ten commandments,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,37,Polish,Poland,TV-MA,,,9.1,0
11054,132,124,Stephen Marcus,7060876,Biography|Drama,Kate Winslet,Quills ,Amelia Warner,asylum|lust|male pubic hair|penis|pubic hair,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,314,English,UK,R,13500000,2000,7.4,0
851,401,110,Gabourey Sidibe,14989761,Comedy|Crime,Abbie Cornish,Seven Psychopaths ,Michael Stuhlbarg,dognapping|gangster|misfiring gun|screenwriter|shih tzu,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,284,English,UK,R,15000000,2012,7.2,52000
24453,58,105,Tamara Tunie,687081,Crime|Drama|Music|Mystery|Thriller,Colm Feore,The Caveman's Valentine ,Aunjanue Ellis,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,59,English,USA,R,,2001,6,329
18254,1,41,Marian Dziedziel,,Action|Crime|Drama|Thriller,Jacek Koman,The Border             ,Jaroslaw Boberek,,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,2,Polish,Poland,,,,7.4,64
56235,192,178,Bruno Ganz,5501940,Biography|Drama|History|War,Thomas Kretschmann,Downfall ,Alexandra Maria Lara,bunker|hitler|nazi|no exit|war ruins,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,564,German,Germany,R,13500000,2004,8.3,14000
20123,157,125,Lola Dueñas,2086345,Biography|Drama|Romance,Belén Rueda,The Sea Inside ,Tamar Novas,dignity|euthanasia|freedom|lawyer|sailor,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,140,Spanish,Spain,PG-13,10000000,2004,8.1,0
16642,454,108,Paul Brannigan,2605039,Drama|Horror|Sci-Fi|Thriller,Scarlett Johansson,Under the Skin ,Alison Chand,alien|desire|female nudity|male frontal nudity|scotland,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,616,English,UK,R,,2013,6.3,29000
2593,,,,,,,,,,,,,,,,,,
42020,4,100,Stephanie Danielson,163591,Comedy,Jason Mewes,The Last Godfather ,Michael Rispoli,mafia|mafia boss|mafiosi|mafioso|three word title,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,17,English,South Korea,PG-13,13400000,2010,3.6,502
3086,84,115,Sean Kingston,73000942,Documentary|Music,Usher Raymond,Justin Bieber: Never Say Never ,Boys II Men,boyhood friend|manager|plasma tv|prodigy|star,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,233,English,USA,G,13000000,2011,1.6,62000
16305,669,108,Mila Kunis,106952327,Drama|Thriller,Natalie Portman,Black Swan ,Mark Margolis,ballerina|ballet|fear|female protagonist|madness,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,1140,English,USA,R,13000000,2010,8,106000
32255,492,117,Abbie Cornish,58607007,Action|Crime|Sci-Fi|Thriller,Gary Oldman,RoboCop ,Jennifer Ehle,law enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630,English,USA,PG-13,100000000,2014,6.2,60000
48797,149,220,Al Pacino,57300000,Crime|Drama,Robert De Niro,The Godfather: Part II ,Robert Duvall,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,650,English,USA,R,13000000,1974,9,14000
19997,101,112,Terry Kinney,91038276,Drama|Music|Romance,Sean Patrick Thomas,Save the Last Dance ,Fredro Starr,dance|dancing|ghetto|hip hop|imperative in title,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,320,English,USA,PG-13,13000000,2001,6.1,0
3767,102,99,Rodney Eastman,49369900,Fantasy|Horror|Thriller,Tuesday Knight,A Nightmare on Elm Street 4: The Dream Master ,Brooke Bundy,demon|dream|elm street|freddy krueger|nightmare,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,260,English,USA,R,7000000,1988,5.7,0
17352,63,109,Brighton Sharbino,61693523,Drama,Jennifer Garner,Miracles from Heaven ,Martin Henderson,child cancer|christian film|christianity|falling into a hole|inspiring,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,55,English,USA,PG,13000000,2016,6.8,16000
535,,,,,,,,,,,,,,,,,,
2731,50,107,Patrick Wayne,44726644,Action|Crime|Drama|Thriller|Western,Jack Palance,Young Guns ,Brian Keith,army|cattle|deputy|new mexico|rancher,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,120,English,USA,R,13000000,1988,6.8,0
1654,275,102,Naomi Watts,44134898,Comedy|Drama,Bill Murray,St. Vincent ,Reg E. Cathey,bullying|grumpy old man|school presentation|stroke|stroke recovery,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,171,English,USA,PG-13,13000000,2014,7.3,33000
31043,90,100,Regina Hall,48637684,Comedy|Romance,Joe Lo Truglio,About Last Night ,Bryan Callen,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,42,English,USA,R,12500000,2014,6.1,0
14831,133,97,Heath Ledger,38176108,Comedy|Drama|Romance,Joseph Gordon-Levitt,10 Things I Hate About You ,Andrew Keegan,dating|protective father|school|shrew|teen movie,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,549,English,USA,PG-13,16000000,1999,7.2,10000
658,49,92,Eddie Griffin,28972187,Comedy,Zooey Deschanel,The New Guy ,Gene Simmons,cheerleader|geek|high school|prison|reference to janet jackson,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,159,English,USA,PG-13,13000000,2002,5.9,1000
657,19,84,Lin Shaye,27979400,Action|Comedy|Crime,Jon Lovitz,Loaded Weapon 1 ,Bill Nunn,cookie|detective|microfilm|parody|sergeant,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,72,English,USA,PG-13,8200000,1993,6.1,0
646,186,86,Brett Cullen,54257433,Drama|Horror|Thriller,Óscar Jaenada,The Shallows ,Sedona Legge,beach|island|mexico|prey|trapped,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,139,English,USA,PG-13,17000000,2016,6.8,0
5689,185,120,Eric Stoltz,23947,Sci-Fi|Thriller,Logan Lerman,The Butterfly Effect ,Cameron Bright,blackout|child pornography|memory|surprise ending|time travel,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,1100,English,USA,R,13000000,2004,7.7,15000
391,42,89,Mark Webber,60008303,Adventure|Comedy|Family,Chris Elliott,Snow Day ,Jean Smart,meteorologist|snow|snowed in|snowplow|weather,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,91,English,USA,PG,13000000,2000,4.9,0
8052,37,117,Chris Brown,49121934,Comedy|Drama|Romance,Mekhi Phifer,This Christmas ,Loretta Devine,christmas|family home|musician|piano|secret,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,32,English,USA,PG-13,13000000,2007,6.1,0
772,45,97,Dom DeLuise,27141959,Comedy|Crime|Family|Sci-Fi,Kathleen Turner,Baby Geniuses ,Ruby Dee,baby|boy|science|scientist|toddler,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,168,English,USA,PG,18000000,1999,2.5,0
65448,57,91,Elliott Gould,27052167,Action|Comedy|Crime|Thriller,Bokeem Woodbine,The Big Hit ,Antonio Sabato Jr.,hitman|kidnapping|kosher|vhs|video store,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,168,English,USA,R,13000000,1998,6.1,934
65452,25,100,Eartha Kitt,26539321,Comedy|Drama|Family,Gregory Smith,Harriet the Spy ,Charlotte Sullivan,binoculars|child spy|notebook|secret|spy,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,42,English,USA,PG,13000000,1996,5.9,833
31650,59,72,Beth Grant,28501605,Fantasy|Horror,Jenny Agutter,Child's Play 2 ,Greg Germann,boy|doll|foster home|killer doll|serial killer,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,166,English,USA,R,13000000,1990,5.7,0
73575,58,84,Kate del Castillo,52543632,Crime|Thriller,Leslie Bibb,No Good Deed ,Henry Simmons,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,84,English,USA,PG-13,13200000,2014,5.6,0
302579,330,126,Alexa Davalos,25592632,Horror,Toby Jones,The Mist ,Jeffrey DeMunn,desperation|fog|giant insect|survival|survival horror,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,1066,English,USA,R,18000000,2007,7.2,20000
550,489,108,Sonoya Mizuno,25440971,Drama|Mystery|Sci-Fi|Thriller,Elina Alminas,Ex Machina ,Corey Johnson,artificial intelligence|robot|robot human relationship|turing test|video surveillance,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,611,English,UK,R,15000000,2015,7.7,109000
97537,242,112,Orson Bean,22858926,Comedy|Drama|Fantasy,Willie Garson,Being John Malkovich ,Mary Kay Place,body swap|magical realism|portal|puppeteer|surrealism,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,840,English,USA,R,13000000,1999,7.8,0
12220,40,90,Vivica A. Fox,22235901,Comedy|Romance,Mo'Nique,Two Can Play That Game ,Tamala Jones,advice|battle of the sexes|lingerie|romantic rivalry|rule,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,31,English,USA,R,6000000,2001,6.1,593
1610,112,91,Ella Wahlestedt,38916903,Adventure|Family|Sci-Fi,Teo Halm,Earth to Echo ,Jason Gray-Stanford,alien|bar|construction worker|no opening credits|no title at beginning,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,149,English,USA,PG,13000000,2014,5.8,0
53151,84,135,Jay Hernandez,16929123,Drama|Romance,Kirsten Dunst,Crazy/Beautiful ,Rolando Molina,congressman|high school|latino|pacific palisades|school,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,169,English,USA,PG-13,14000000,2001,6.5,0
42881,251,141,Kazunari Ninomiya,13753931,Drama|History|War,Yuki Matsuzaki,Letters from Iwo Jima ,Shidô Nakamura,blood splatter|general|island|japan|world war two,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,316,Japanese,USA,R,19000000,2006,7.9,5000
29064,113,104,Virginia Madsen,10996440,Adventure|Drama|Sci-Fi,J.K. Simmons,The Astronaut Farmer ,Bruce Dern,bank|fbi|fuel|rocket|space travel,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,128,English,USA,PG,13000000,2006,6.3,862
404,23,84,Jada Pinkett Smith,8026971,Comedy|Romance,LL Cool J,Woo ,Dave Chappelle,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,20,English,USA,R,13000000,1998,3.8,204
42196,421,118,Jacob Tremblay,14677654,Drama,Joan Allen,Room ,Cas Anvar,based on novel|escape|imprisonment|kidnapping|mother son relationship,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,351,English,Ireland,R,13000000,2015,8.3,72000
36819,32,82,Jack Warden,9975684,Comedy,Don Rickles,Dirty Work ,Traylor Howard,cult film|gambling debt|job|off screen murder|revenge,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,117,English,Canada,PG-13,13000000,1998,6.4,679
42726,52,95,Sam Waterston,7881335,Comedy|Crime|Thriller,Kathleen Turner,Serial Mom ,Traci Lords,dentist|housewife|howie scream|murder|perfection,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,107,English,USA,R,13000000,1994,6.7,3000
9343,81,94,Will Ferrell,6241697,Comedy,Ryan Reynolds,Dick ,Kirsten Dunst,political cover up|political satire|teenage girl|white house|witness,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,210,English,France,PG-13,13000000,1999,6.1,0
16858,,88,David Dencik,,Action|Crime|Mystery|Thriller,Michael Nyqvist,Del 1 - Män som hatar kvinnor             ,Lena Endre,,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,,Swedish,Sweden,,,,8.1,22
42006,39,99,Vanessa Williams,5871603,Drama|Thriller,Rosario Dawson,Light It Up ,Robert Ri'chard,black cop|die hard scenario|hostage negotiator|police|police brutality,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,39,English,USA,R,13000000,1999,6,251
11562,63,121,Ellen Albertini Dow,16574731,Drama|Music,Salma Hayek,54 ,Sela Ward,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,181,English,USA,R,13000000,1998,5.8,0
10496,47,84,Geoffrey Arend,5002310,Adventure|Comedy|Romance|Sci-Fi,Jake Gyllenhaal,Bubble Boy ,Marley Shelton,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,181,English,USA,PG-13,13000000,2001,5.6,0
16162,111,93,Mathieu Kassovitz,4919896,Comedy|Crime|Thriller,Mark Gatiss,Birthday Girl ,Ben Chaplin,bank|bank clerk|birthday|mail order bride|russian,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,159,English,UK,R,13000000,2001,6.1,618
8649,168,93,Josie Loren,25675765,Comedy,Justin Chon,21 & Over ,Sarah Wright,21st birthday|college student|drunken man|pubic hair|standing up to father,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,84,English,USA,R,13000000,2013,5.9,11000
31306,,,,,,,,,,,,,,,,,,
10563,104,112,Kathryn Morris,3169424,Drama|Sport,Harry Lennix,Resurrecting the Champ ,Peter Coyote,boxing|colosseum|homeless man|reporter|writer,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,59,English,USA,PG-13,13000000,2007,6.8,689
14484,150,107,Sarita Choudhury,18004225,Comedy|Drama|Romance,Tina Fey,Admission ,Christopher Evan Welch,adoption|female protagonist|princeton university|wedding|working women,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,87,English,USA,PG-13,13000000,2013,5.7,5000
214735,61,112,Daniel Auteuil,3058380,Drama|Romance,Emir Kusturica,The Widow of Saint-Pierre ,Yves Jacques,archipelago|guillotine|island|prison|redemption,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,69,French,France,R,100000000,2000,7.3,186
94857,226,96,Meghan Heffern,3074838,Drama|Mystery|Romance|Thriller,Liam Neeson,Chloe ,Natalie Lisinska,bare chested boy|doctor|escort|infidelity|prostitute,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,166,English,USA,R,11000000,2009,6.3,0
32043,21,91,Ryan O'Neal,2104000,Comedy|Crime|Drama,Chazz Palminteri,Faithful ,Paul Mazursky,bathroom|bathtub|female protagonist|flashback|kitchen,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,19,English,USA,R,13000000,1996,5.9,69
15247,217,105,Jake Gyllenhaal,28501651,Drama|Thriller,Natalie Portman,Brothers ,Ethan Suplee,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,201,English,USA,R,26000000,2009,7.1,10000
29251,94,125,Vin Diesel,1172769,Biography|Comedy|Crime|Drama,Peter Dinklage,Find Me Guilty ,Alex Rocco,court|drugs|judge|mafia|mobster,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,108,English,Germany,R,13000000,2006,7.1,0
5548,364,102,Ezra Miller,17738570,Drama|Romance,Logan Lerman,The Perks of Being a Wallflower ,Kate Walsh,coming of age|depression|gay|high school|mental illness,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,457,English,USA,PG-13,13000000,2012,8,131000
5549,19,87,Ian Gomez,1200000,Action,Burt Young,Excessive Force ,Thomas Ian Griffith,exercise bicycle|face in food|police|police brutality|policeman,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,23,English,USA,R,3000000,1993,5.1,107
856,129,118,Isabella Rossellini,1150403,Biography|Crime|Drama,Toby Jones,Infamous ,Hope Davis,blood|book|cold calculation|murder|writer,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,102,English,USA,R,13000000,2006,7.1,0
38772,71,115,Sarah Polley,403932,Drama|Romance|Western,Milla Jovovich,The Claim ,Shirley Henderson,gold|gold mine|miner|railroad|surveyor,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,92,English,UK,R,20000000,2000,6.5,141
699,93,91,Alison Lohman,1712111,Horror|Thriller,Djimon Hounsou,The Vatican Tapes ,Dougray Scott,evil|injury|possession|priest|vatican,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,53,English,USA,PG-13,8495000,2015,4.5,0
709,399,88,Luke Treadaway,1024175,Action|Comedy|Sci-Fi|Thriller,John Boyega,Attack the Block ,Jodie Whittaker,alien|alien invasion|apartment|creature|gang,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,297,English,UK,R,13000000,2011,6.6,18000
253,110,127,Nikola Djuricko,301305,Drama|Romance|War,Jelena Jovanova,In the Land of Blood and Honey ,Branko Djuric,bosnian war|church|emaciation|soldier|violence,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,180,Bosnian,USA,R,13000000,2011,4.3,0
13511,285,94,Tara Platt,51872378,Crime|Thriller,Michael Imperioli,The Call ,Roma Maffia,911 operator|calling 911|die hard scenario|head held underwater|white villain,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,266,English,USA,R,13000000,2013,6.7,23000
660,2,115,Dean Dawson,31662,Action|Drama|History|War,Liam Neeson,Operation Chromite ,Jung-jae Lee,,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,1,English,South Korea,,12620000,2016,6.8,139
46798,61,90,Aden Young,28399192,Action|Adventure|Comedy|Family,Steve Irwin,The Crocodile Hunter: Collision Course ,Steve Bastoni,cia|crocodile|satellite|snake|spider,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,106,English,Australia,PG,13000000,2002,5.4,332
11377,242,102,Louis Herthum,2035566,Biography|Comedy|Crime|Drama|Romance,Dameon Clarke,I Love You Phillip Morris ,Annie Golden,character name in title|con artist|fraud|gay|prison break,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,162,English,France,R,13000000,2009,6.6,11000
26149,62,100,Everett McGill,,Adventure|Drama|History,Rae Dawn Chong,Quest for Fire ,Gary Schwartz,fire|prehistoric times|primitive|tribe|trio,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,96,None,Canada,R,12500000,1981,7.4,0
492,121,117,Kevin Connolly,21078145,Biography|Drama,Denzel Washington,Antwone Fisher ,Derek Luke,black american|extortion|navy|psychiatrist|sailor,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,159,English,USA,PG-13,12500000,2002,7.3,0
108346,83,109,Embeth Davidtz,14060950,Drama,Gabriel Millman,The Emperor's Club ,Rob Morrow,classroom|fund raising|headmaster|reunion|roman,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,139,English,USA,PG-13,12500000,2002,6.9,0
98480,122,121,Gary Oldman,12281500,Action|Crime|Drama|Romance|Thriller,Brad Pitt,True Romance ,Michael Rapaport,aspiring actor|cocaine|drugs|pimp|suitcase full of money,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,460,English,USA,R,13000000,1993,8,15000
128,88,111,Matt Smith,,Drama|Romance|Sci-Fi,Eva Green,Womb ,Hannah Murray,clone|love|male nudity|medical ethics|virginity,http://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1,35,English,Germany,Unrated,3660000,2010,6.4,0
46286,120,100,Al Pacino,10725228,Crime|Drama|Mystery,Kevin Spacey,Glengarry Glen Ross ,Jude Ciccolella,office|pressure|real estate|robbery|sales,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,365,English,USA,R,12500000,1992,7.8,0
8672,225,109,Ned Beatty,214966,Crime|Drama|Thriller,Liam Aiken,The Killer Inside Me ,Jay R. Ferguson,deputy|murder|revenge|sheriff|texas,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,176,English,USA,R,13000000,2010,6.1,0
8056,130,93,Ruby Dee,,Fantasy|Horror|Thriller,Ed Begley Jr.,Cat People ,John Heard,cat|cat people|leopard|love|slip the undergarment,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,106,English,USA,R,18000000,1982,6.1,0
2020,167,101,Margo Harshman,11956207,Horror|Mystery,Julian Morris,Sorority Row ,Rumer Willis,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,126,English,USA,R,16000000,2009,5.1,0
9481,7,101,Mary Astor,,Adventure|Drama|Romance,David Niven,The Prisoner of Zenda ,Ronald Colman,coronation|fictitious country|king|princess|swashbuckler,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,44,English,USA,Approved,,1937,7.8,337
9008,226,106,Kelli Garner,5949693,Comedy|Drama|Romance,Ryan Gosling,Lars and the Real Girl ,Paul Schneider,in love with an inanimate object|internet|introvert|psychologist|sex doll,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,299,English,USA,PG-13,12000000,2007,7.4,19000
14242,185,94,Sheila Hancock,9030581,Drama|War,Richard Johnson,The Boy in the Striped Pajamas ,Cara Horgan,boy|fence|jew|nazis|poison gas,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,398,English,UK,PG-13,12500000,2008,7.8,38000
16129,177,140,Udo Kier,4157491,Crime|Drama|Musical,Catherine Deneuve,Dancer in the Dark ,Björk,ends with quotation|execution|factory|women's prison|year 1964,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,690,English,Denmark,R,12800000,2000,8,0
104103,28,132,Richard Roxburgh,1508689,Drama|Romance,Tom Wilkinson,Oscar and Lucinda ,Clive Russell,australia|church|glass|inheritance|wager,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,50,English,USA,R,16000000,1997,6.7,329
11489,48,99,Vincent Gallo,1227324,Crime|Drama,Isabella Rossellini,The Funeral ,Gretchen Mol,1930s|madness|murder|new york city|violence,http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,48,English,USA,R,12500000,1996,6.6,344
