,id,budget,budget_norm,budget_log,genres,popularity,popularity_norm,release_date,revenue,revenue_norm,revenue_log,runtime,runtime_norm,title,vote_average,vote_average_norm,vote_count,vote_count_norm,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
19114,84355,125000,0.000322371,5.096910013," Drama, Comedy",10.850569,1.98E-02,9/11/2011,3200000,0.001147288,6.505149978,90,0.266272189,Your Sister's Sister,6.5,7.14E-01,140,0.009946714,Mark Duplass, Emily Blunt, Rosemarie DeWitt, Mike Birbiglia, Kate Bayley, Jeanette Maus,"Creative Consultant, Emily Blunt, Lynn Shelton"
19127,62177,185000000,0.486838729,8.267171728," Animation, Adventure, Comedy, Family, Action, Fantasy",15.876341,2.90E-02,6/21/2012,538983207,0.193324542,8.731575234,93,0.275147929,Brave,6.7,7.36E-01,4760,0.338188277,Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd,Simulation & Effects Simulation & Effects Simulation & Effects Simulation & Effects Simulation & Effects
19134,86467,9000000,0.023677787,6.954242509," Romance, Drama",7.720692,1.41E-02,3/9/2012,8303261,0.002977749,6.91924869,102,0.301775148,Bel Ami,5,5.49E-01,155,0.011012433,Robert Pattinson, Uma Thurman, Christina Ricci, Kristin Scott Thomas, Colm Meaney, Philip Glenister,
19135,76494,40000000,0.105257271,7.602059991," Romance, Comedy, Drama",7.271503,1.33E-02,5/17/2012,79700000,0.028586669,7.901458321,110,0.325443787,What to Expect When You're Expecting,5.8,6.37E-01,611,0.043410302,Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Anna Kendrick, Brooklyn Decker, Matthew Morrison,
19136,81836,17000000,0.044730557,7.230448921," Romance, Comedy",7.812646,1.43E-02,4/20/2012,73244881,0.026271317,7.864777278,111,0.328402367,To Rome with Love,5.6,6.15E-01,564,0.040071048,Woody Allen, Roberto Benigni, Penélope Cruz, Alec Baldwin, Judy Davis, Jesse Eisenberg,Woody Allen
19138,72331,69000000,0.181573563,7.838849091," Action, Fantasy, Horror",7.922636,1.45E-02,6/20/2012,112265139,0.040267287,8.050244918,94,0.278106509,Abraham Lincoln: Vampire Hunter,5.5,6.04E-01,1297,0.092149201,Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead, Rufus Sewell, John Rothman,
19142,44877,4600000,0.012098764,6.662757832," Action, Thriller, Crime, Romance",5.805666,1.06E-02,6/2/2010,1163967,0.000416994,6.065940668,117,0.346153846,4.3.2.1,5.9,6.48E-01,63,0.004476021,Emma Roberts, Noel Clarke, Ophelia Lovibond, Tamsin Egerton, Shanika Warren-Markland, Michelle Ryan,"Noel Clarke, Mark Davis"
19150,96399,12000000,0.031572576,7.079181246," History, Drama",4.482331,8.19E-03,6/1/2012,9622846,0.003451064,6.983303536,145,0.428994083,For Greater Glory - The True Story of Cristiada,6.4,7.03E-01,35,0.002486679,Eva Longoria, Andy García, Oscar Isaac, Rubén Blades,,,Dean Wright
19155,88005,10000000,0.026309384,7," Comedy, Drama, Romance, Science Fiction",6.947533,1.27E-02,6/22/2012,9636289,0.003455886,6.983909816,101,0.298816568,Seeking a Friend for the End of the World,6.3,6.92E-01,713,0.050657194,Steve Carell, Keira Knightley, Connie Britton, Adam Brody, Rob Corddry, Derek Luke,Lorene Scafaria
19164,72105,50000000,0.131573234,7.698970004," Comedy, Fantasy",19.638605,3.59E-02,6/29/2012,549368315,0.197049522,8.739863608,106,0.313609467,Ted,6.3,6.92E-01,4811,0.341811723,Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale, Giovanni Ribisi, Patrick Warburton,
19167,77930,7000000,0.018414595,6.84509804," Drama, Comedy",8.732425,1.59E-02,6/28/2012,167221571,0.05997932,8.223292299,110,0.325443787,Magic Mike,6.1,6.70E-01,1062,0.075452931,Channing Tatum, Matthew McConaughey, Alex Pettyfer, Cody Horn, Olivia Munn, Joe Manganiello,Steven Soderbergh
19176,83770,25000000,0.065783328,7.397940009," Adventure, Drama",7.323283,1.34E-02,5/22/2012,8784318,0.003150297,6.943708049,137,0.405325444,On the Road,5.5,6.04E-01,312,0.022166963,Garrett Hedlund, Sam Riley, Kristen Stewart, Amy Adams, Tom Sturridge, Kirsten Dunst,Walter Salles
19184,1930,215000000,0.565786617,8.33243846," Action, Adventure, Fantasy",31.102267,5.68E-02,6/27/2012,752215857,0.269807838,8.876342484,136,0.402366864,The Amazing Spider-Man,6.5,7.14E-01,6734,0.478436945,Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Campbell Scott, Irrfan Khan,
19194,57800,95000000,0.249995066,7.977723605," Animation, Comedy, Adventure, Family",13.26958,2.42E-02,6/26/2012,877244782,0.314653804,8.943120794,88,0.26035503,Ice Age: Continental Drift,6.2,6.81E-01,2731,0.194031972,John Leguizamo, Ray Romano, Chris Wedge, Denis Leary, Seann William Scott, Jennifer Lopez,Steve M
19195,84175,1800000,0.004730294,6.255272505," Drama, Fantasy",5.550496,1.01E-02,6/29/2012,21107746,0.007570523,7.324441859,93,0.275147929,Beasts of the Southern Wild,6.8,7.47E-01,411,0.02920071,Quvenzhané Wallis, Dwight Henry, Levy Easterly, Gina Montana, Lowell Landes, Pamela Harper,Benh Zeitlin
19199,98548,16000000,0.042098961,7.204119983,Drama,14.906621,2.72E-02,6/29/2012,12434778,0.004459661,7.094638036,114,0.337278107,People Like Us,6.6,7.25E-01,206,0.014635879,Chris Pine, Elizabeth Banks, Olivia Wilde, Michelle Pfeiffer, Mark Duplass, Devin Brochu,Alex Kurtzman
19206,82525,45000000,0.118415253,7.653212514," Crime, Drama, Thriller",13.248022,2.42E-02,7/6/2012,82966152,0.029758188,7.918900948,131,0.387573964,Savages,6.2,6.81E-01,784,0.055701599,Blake Lively, Taylor Kitsch, Aaron Taylor-Johnson, Benicio del Toro, Salma Hayek, John Travolta,Oliver Stone
19235,80035,68000000,0.178941967,7.832508913,Comedy,13.276971,2.42E-02,7/26/2012,68267862,0.024486136,7.834216302,98,0.289940828,The Watch,5.3,5.82E-01,899,0.063872114,Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade, Rosemarie DeWitt, Will Forte,
19241,84165,8000000,0.021046191,6.903089987,Comedy,4.68182,8.55E-03,3/28/2012,1653792,0.000592686,6.218480887,91,0.269230769,2 Days in New York,5.4,5.93E-01,94,0.006678508,Julie Delpy, Dylan Baker, Chris Rock, Albert Delpy, Vincent Gallo, Kate Burton,Julie Delpy
19249,73567,10000000,0.026309384,7," Crime, Drama, Thriller",6.452069,1.18E-02,9/10/2011,3665069,0.001314101,6.564082155,102,0.301775148,Killer Joe,6.4,7.03E-01,433,0.030763766,Matthew McConaughey, Emile Hirsch, Thomas Haden Church, Gina Gershon, Juno Temple, Marc Macaulay,William Friedkin
19273,64635,125000000,0.328942954,8.096910013," Action, Science Fiction, Adventure, Thriller",16.42635,3.00E-02,8/2/2012,198802074,0.071306765,8.298420911,121,0.357988166,Total Recall,5.8,6.37E-01,2540,0.180461812,Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston, Bill Nighy, John Cho,ScreenScreen
19316,37724,200000000,0.526312673,8.301029996," Action, Adventure, Thriller",20.309585,3.71E-02,10/25/2012,1108561013,0.397623404,9.044759601,143,0.423076923,Skyfall,6.9,7.58E-01,7718,0.548348135,Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris, Bérénice Marlohe,
19326,82696,30000000,0.078941309,7.477121255," Drama, Comedy, Romance",7.255301,1.33E-02,8/7/2012,114281051,0.040990364,8.057974226,100,0.295857988,Hope Springs,5.8,6.37E-01,287,0.020390764,Meryl Streep, Steve Carell, Tommy Lee Jones, Jean Smart, Marin Ireland, Ben Rappaport,David Frankel
19362,77174,60000000,0.157889197,7.77815125," Family, Animation, Adventure, Comedy",10.425038,1.90E-02,8/3/2012,107139399,0.038428763,8.029949206,90,0.266272189,ParaNorman,6.7,7.36E-01,808,0.05740675,Kodi Smit-McPhee, Tucker Albrizzi, Jodelle Ferland, Anna Kendrick, Casey Affleck, Leslie Mann,"Sam Fell, Chris Butler"
19363,82650,22000000,0.057888539,7.342422681," Comedy, Family",10.225555,1.87E-02,8/2/2012,77112176,0.027658456,7.887122958,94,0.278106509,Diary of a Wimpy Kid: Dog Days,6,6.59E-01,229,0.016269982,Zachary Gordon, Robert Capron, Devon Bostick, Rachael Harris, Steve Zahn, Peyton List,David Bowers
19371,79224,8000000,0.021046191,6.903089987," Drama, Action, History, Thriller",7.030308,1.28E-02,8/10/2011,49000000,0.017575048,7.69019608,122,0.360946746,War of the Arrows,6.7,7.36E-01,68,0.004831261,Park Hae-il, Moon Chae-won, Kim Mu-yeol, Ryu Seung-ryong, Park Ki-Woong, Ryohei Otani,Kim Han-min
19378,109513,2000000,0.005256614,6.301029996," Action, Comedy, Romance",7.148558,1.31E-02,8/22/2012,14400000,0.005164557,7.158362492,100,0.295857988,Hit & Run,5.5,6.04E-01,225,0.01598579,Kristen Bell, Dax Shepard, Tom Arnold, Kristin Chenoweth, Michael Rosenbaum, Jess Rowland,"Armorer, Clay Van Sickle"
19389,49526,35000000,0.09209929,7.544068044," Crime, Action, Thriller",5.654784,1.03E-02,8/24/2012,31083599,0.011148709,7.492531298,91,0.269230769,Premium Rush,6.2,6.81E-01,848,0.060248668,Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Jamie Chung, Wolé Parks, Aasif Mandvi,David Koepp
19395,82633,26000000,0.068414924,7.414973348," Crime, Drama",7.968423,1.46E-02,8/29/2012,53676580,0.019252466,7.729784837,115,0.340236686,Lawless,6.8,7.47E-01,1055,0.074955595,Shia LaBeouf, Tom Hardy, Guy Pearce, Jessica Chastain, Mia Wasikowska, Dane DeHaan,John Hillcoat
19397,71668,5000000,0.013151402,6.698970004," Horror, Thriller, Comedy",5.615205,1.03E-02,5/11/2012,8493728,0.003046067,6.929098349,83,0.24556213,Piranha 3DD,4.1,4.51E-01,319,0.022664298,Danielle Panabaker, Matt Bush, Katrina Bowden, Jean-Luc Bilodeau, David Koechner, Chris Zylka,
19399,89691,3000000,0.00788821,6.477121255," Horror, Thriller",8.950643,1.63E-02,2/17/2012,3010,5.76048E-07,3.478566496,90,0.266272189,ATM,5.1,5.60E-01,195,0.013854352,Alice Eve, Josh Peck, Brian Geraghty, Aaron Hughes, Will Woytowich, Steve Nagribianko,David Brooks
19409,77883,14000000,0.036835769,7.146128036," Horror, Thriller",7.286477,1.33E-02,8/30/2012,85446075,0.030647699,7.931692118,92,0.272189349,The Possession,5.8,6.37E-01,509,0.03616341,Jeffrey Dean Morgan, Natasha Calis, Madison Davenport, Kyra Sedgwick, Rob LaBelle, Nana Gbewonyo ,
19412,48034,25000000,0.065783328,7.397940009," Comedy, Drama",7.594334,1.39E-02,10/20/2010,48531470,0.017406994,7.686023446,154,0.455621302,Little White Lies,7.1,7.80E-01,396,0.028134991,François Cluzet, Marion Cotillard, Benoît Magimel, Gilles Lellouche, Jean Dujardin, Valérie Bonneton,
19414,79694,17000000,0.044730557,7.230448921," Horror, Thriller",7.683008,1.40E-02,8/23/2012,9627492,0.003452731,6.983513166,82,0.24260355,The Apparition,4.5,4.95E-01,140,0.009946714,Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill, Luke Pasqualino, Rick Gomez,Todd Lincoln 
19431,84174,3000000,0.00788821,6.477121255," Comedy, Romance",10.893224,1.99E-02,8/6/2012,11947954,0.004285045,7.077293542,87,0.25739645,Bachelorette,5.3,5.82E-01,457,0.032468917,Kirsten Dunst, Isla Fisher, Lizzy Caplan, Rebel Wilson, Adam Scott, Kyle Bornheimer,
19432,83686,6000000,0.015782999,6.77815125," Drama, Thriller",6.089971,1.11E-02,9/7/2012,13231461,0.004745419,7.121607801,96,0.284023669,The Words,6.4,7.03E-01,384,0.027282416,Bradley Cooper, Zoe Saldana, Jeremy Irons, Dennis Quaid, Olivia Wilde, J.K. Simmons,"Brian Klugman, Lee Sternthal"
19439,114150,17000000,0.044730557,7.230448921," Comedy, Music, Romance",11.03595,2.02E-02,9/28/2012,115350426,0.041373933,8.062019203,112,0.331360947,Pitch Perfect,7.3,8.02E-01,2310,0.164120782,Anna Kendrick, Skylar Astin, Brittany Snow, Anna Camp, Rebel Wilson, Ben Platt,Jason Moore
19440,77948,20000000,0.052625346,7.301029996," Action, Thriller",11.112153,2.03E-02,4/4/2012,16863583,0.006048206,7.226949855,93,0.275147929,The Cold Light of Day,4.8,5.27E-01,277,0.019680284,Henry Cavill, Verónica Echegui, Sigourney Weaver, Bruce Willis, Caroline Goodall, Jim Piddock,Mabrouk El Mechri
19449,59967,30000000,0.078941309,7.477121255," Action, Thriller, Science Fiction",12.727269,2.32E-02,9/26/2012,47042000,0.016872743,7.672485778,118,0.349112426,Looper,6.6,7.25E-01,4777,0.339396092,Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano, Noah Segan, Piper Perabo,
19452,87428,70000000,0.184205159,7.84509804,Comedy,8.923755,1.63E-02,6/14/2012,58058367,0.020824146,7.763864816,116,0.343195266,That's My Boy,5.5,6.04E-01,460,0.03268206,Adam Sandler, Susan Sarandon, Eva Amurri Martino, Leighton Meester, Andy Samberg, Dan Patrick,Sean Anders
19463,84329,2500000,0.006572412,6.397940009," Science Fiction, Comedy, Drama, Crime",9.291494,1.70E-02,8/16/2012,3325038,0.001192137,6.521796613,85,0.25147929,Robot & Frank,6.8,7.47E-01,454,0.032255773,Frank Langella, Liv Tyler, James Marsden, Susan Sarandon, Peter Sarsgaard, Jeremy Strong,Jake Schreier
19473,71679,65000000,0.171047178,7.812913357," Action, Horror, Science Fiction",0.948759,1.73E-03,9/12/2012,240159255,0.086140954,8.380499328,95,0.281065089,Resident Evil: Retribution,5.6,6.15E-01,1618,0.114955595,Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer, Li Bingbing, Boris Kodjoe,Paul W.S. Anderson
19484,68722,32000000,0.084204501,7.505149978,Drama,8.074218,1.47E-02,9/7/2012,28258060,0.010135231,7.451142343,137,0.405325444,The Master,7,7.69E-01,720,0.051154529,Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Jesse Plemons, Ambyr Childers,Paul Thomas Anderson
19487,49049,50000000,0.131573234,7.698970004," Action, Science Fiction",12.1524,2.22E-02,9/7/2012,41037742,0.014719108,7.613183457,95,0.281065089,Dredd,6.6,7.25E-01,1971,0.140035524,Karl Urban, Olivia Thirlby, Lena Headey, Wood Harris, Jason Cope, Domhnall Gleeson,"Still Photographer, Ilze Kitshoff"
19490,60599,12000000,0.031572576,7.079181246," Drama, Thriller",5.808496,1.06E-02,9/14/2012,35485056,0.012727444,7.550045495,100,0.295857988,Arbitrage,6.1,6.70E-01,300,0.021314387,Richard Gere, Susan Sarandon, Tim Roth, Brit Marling, Monica Raymund, Nate Parker,"Nicholas Jarecki, Chef, Ivan Kerum"
19510,77016,7000000,0.018414595,6.84509804," Crime, Drama, Thriller",7.45279,1.36E-02,9/20/2012,48126384,0.017261695,7.682383232,109,0.322485207,End of Watch,7.2,7.91E-01,1186,0.084262877,Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick, David Harbour, Frank Grillo,
19515,84892,13000000,0.034204172,7.113943352," Drama, Romance",12.775679,2.33E-02,9/20/2012,33400000,0.011979566,7.523746467,102,0.301775148,The Perks of Being a Wallflower,7.7,8.46E-01,3056,0.217122558,Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd, Nina Dobrev, Mae Whitman,Stephen Chbosky
19516,103663,3800000,0.009993487,6.579783597,Drama,8.462801,1.55E-02,8/28/2012,16800000,0.0060254,7.225309282,115,0.340236686,The Hunt,7.9,8.68E-01,946,0.067211368,Mads Mikkelsen, Alexandra Rapaport, Thomas Bo Larsen, Anne Louise Hassing, Lars Ranthe, Susse Wold,
19521,91911,250000,0.00065132,5.397940009,Documentary,0.386717,7.05E-04,4/23/2010,23859,8.05427E-06,4.377652237,97,0.286982249,Behind the Burly Q,5.5,6.04E-01,3,0.000213144,Bud Abbott, Alan Alda, Joan Arline, Beverly Arlynne, Al Baker Jr., Nat Bodian,Leslie Zemeckis
19522,102784,2000000,0.005256614,6.301029996," Action, Crime, Drama",2.315249,4.23E-03,1/20/2012,1620436,0.000580722,6.209631883,108,0.319526627,Two Rabbits,7.1,7.80E-01,39,0.00277087,Fernando Alves Pinto, Alessandra Negrini, Caco Ciocler, Marat Descartes, Djair Guilherme, Roberto Marchese,Afonso Poyart
